Video ID,Title,Transcript,Combined_Text
23xICsLrU9w,Foods a DIETITIAN NEVER BUYS,as a dietitian I never buy these anymore and I'm going to tell you why honestly because it's just like the vegan ones better as you guys know I'm not vegan but there are some key vegan products that I just legitimately enjoy more than,Foods a DIETITIAN NEVER BUYS as a dietitian I never buy these anymore and I'm going to tell you why honestly because it's just like the vegan ones better as you guys know I'm not vegan but there are some key vegan products that I just legitimately enjoy more than
3MMv0dEIhrI,A Dietitian's Fish & Chips Order,Abby what's your favorite way to eat fish and chips oh I got a really good hat for this one so why don't we order some,A Dietitian's Fish & Chips Order Abby what's your favorite way to eat fish and chips oh I got a really good hat for this one so why don't we order some
X1ziSsW1Daw,HIGH PROTEIN DIP (using my favourite ingredient),Abby I think we need to talk what's up well we ran the reports and it's apparent now that he used cottage cheese in about 99.99 of your recipes oh that reminds,HIGH PROTEIN DIP (using my favourite ingredient) Abby I think we need to talk what's up well we ran the reports and it's apparent now that he used cottage cheese in about 99.99 of your recipes oh that reminds
qTjr4RQ38hI,What does a DIETITIAN order at JOLLIBEE?,I'm a dietitian and I'm going to show you what I order at Jollibee Fiesta [Music] this is like my favorite thing on the,What does a DIETITIAN order at JOLLIBEE? I'm a dietitian and I'm going to show you what I order at Jollibee Fiesta [Music] this is like my favorite thing on the
oSIoOVUmDRo,Is there a way to make potatoes ACTUALLY HEALTHY?,obvious there a way to make potatoes healthy uh what do you mean like potatoes are healthy potatoes have gone some bad reputation they're actually rich in fiber vitamin C,Is there a way to make potatoes ACTUALLY HEALTHY? obvious there a way to make potatoes healthy uh what do you mean like potatoes are healthy potatoes have gone some bad reputation they're actually rich in fiber vitamin C
kroxjlRxb3g,What kind of Greek takeout does a dietitian get?,Abby what is a dietitian order at a Greek restaurant oh I love Greek let's order it it smells like really good olive oil lemon and oregano in here and I am for it okay we plated it up let's,What kind of Greek takeout does a dietitian get? Abby what is a dietitian order at a Greek restaurant oh I love Greek let's order it it smells like really good olive oil lemon and oregano in here and I am for it okay we plated it up let's
erpp6W3zRbs,The NUMBER ONE issue with diets.,this is the biggest mistake I see people make when starting a new diet I'm a registered dietitian and I see so many people plan to start a new diet on Monday or on January 1st after New,The NUMBER ONE issue with diets. this is the biggest mistake I see people make when starting a new diet I'm a registered dietitian and I see so many people plan to start a new diet on Monday or on January 1st after New
XwevCUqFEc4,What a DIETITIAN Orders at NANDOS,I'm a dietitian and I'm going to show you what I order at Nando's I'll get the,What a DIETITIAN Orders at NANDOS I'm a dietitian and I'm going to show you what I order at Nando's I'll get the
91nVdH0GvQE,Can Pop Tarts really be a healthy breakfast?,Abby as a dietitian what would you say is the best way to make Pop Tarts um second best way oh,Can Pop Tarts really be a healthy breakfast? Abby as a dietitian what would you say is the best way to make Pop Tarts um second best way oh
6fouHb4lTyQ,What a Dietitian Orders at KFC,yes can I have uh three chicken tenders with honey mustard um and then I'll get a side of a coleslaw please and a side and a side of,What a Dietitian Orders at KFC yes can I have uh three chicken tenders with honey mustard um and then I'll get a side of a coleslaw please and a side and a side of
q-1_pebYteQ,Is Gluten Free Pasta HEALTHY?,gluten-free foods have definitely earned a bit of a health halo over the past few years but are they actually healthier for you well like most things in nutrition it kind of depends if your,Is Gluten Free Pasta HEALTHY? gluten-free foods have definitely earned a bit of a health halo over the past few years but are they actually healthier for you well like most things in nutrition it kind of depends if your
tesrkPFq3jA,What kind of SUSHI does a DIETITIAN eat?!,what's a dietitian Sushi order I Love Sushi night let me show you I actually think [Music] s who fats in those fish but let me show,What kind of SUSHI does a DIETITIAN eat?! what's a dietitian Sushi order I Love Sushi night let me show you I actually think [Music] s who fats in those fish but let me show
_O_lN1XbLco,The ONE kind of oil a dietitian would NEVER cook with,I'm a dietitian and I will never cook with this oil flax okay I know you're probably expecting me to say canola but contrary to what all the other nutritionists on this app will tell you canola actually has a very Miracle,The ONE kind of oil a dietitian would NEVER cook with I'm a dietitian and I will never cook with this oil flax okay I know you're probably expecting me to say canola but contrary to what all the other nutritionists on this app will tell you canola actually has a very Miracle
fmmw8C7cBeA,Can you get a BALANCED MEAL at TACO BELL?!,um hi there can I have three soft chicken tacos with extra tomatoes jalapenos and lettuce please thank you,Can you get a BALANCED MEAL at TACO BELL?! um hi there can I have three soft chicken tacos with extra tomatoes jalapenos and lettuce please thank you
_dbSLjhvfSk,What does a DIETITIAN order at McDONALD'S?,I'm a dietitian and I'm going to show you what I ordered from McDonald's for lunch can I get uh just like a hamburger no onion um and can you add uh mustard and,What does a DIETITIAN order at McDONALD'S? I'm a dietitian and I'm going to show you what I ordered from McDonald's for lunch can I get uh just like a hamburger no onion um and can you add uh mustard and
rluZlPqC01A,Easy Chicken Soup for When You're Sick (Dietitian Approved),if you're feeling under the weather stop what you're doing right now because I'm going to show you a super effective and delicious and easy chicken soup there's a reason your mom always made chicken soup when you're sick there's actually,Easy Chicken Soup for When You're Sick (Dietitian Approved) if you're feeling under the weather stop what you're doing right now because I'm going to show you a super effective and delicious and easy chicken soup there's a reason your mom always made chicken soup when you're sick there's actually
HLydfF7scLI,What a Dietitian Eats in a Day,hey everyone I'm Abby sharp this is everything I eat on a random day started with my obligatory soy milk latte I add some egg tacos with some veggies and some cottage cheese berries and cereal,What a Dietitian Eats in a Day hey everyone I'm Abby sharp this is everything I eat on a random day started with my obligatory soy milk latte I add some egg tacos with some veggies and some cottage cheese berries and cereal
-FudbmuY214,Super Easy Dessert for 1! (For those lonely nights),are you single alone and in need of something sweet in your life I have a girlfriend oh just go along with it I'm going to show you how to make an amazing quickie microwave dessert for one let's,Super Easy Dessert for 1! (For those lonely nights) are you single alone and in need of something sweet in your life I have a girlfriend oh just go along with it I'm going to show you how to make an amazing quickie microwave dessert for one let's
VkC8H320Rw4,Level up your Santa treats!! Just don't let them melt ;),Santa has had a hard ass year or so I've heard you know what Santa loves more than just like basic cookies ice cream cookie sandwiches and I've got a lot of presents left to wrap so let me,Level up your Santa treats!! Just don't let them melt ;) Santa has had a hard ass year or so I've heard you know what Santa loves more than just like basic cookies ice cream cookie sandwiches and I've got a lot of presents left to wrap so let me
