ID,first_three_sentences
xjgDjx1HR3Y,"hi, I'm a dietitian and here are some things that I've said that have made the internet really, really mad at me. number one: that carbohydrates are the primary fuel source for the brain. I don't, I don't know why this one made people mad."
05J3vTYNqCw,"I was influenced once again. let's make the viral chocolate raspberry clusters. get you some raspberries in a mixing bowl and just Mash those with a fork, no fancy technique needed."
6ylpuDg5u1c,do you need a super simple dinner? then let's make a baked pesto chicken. preheat.
OdrcqPh-O-I,welcome to nap snacks. want to make a snack while my baby naps and I don't have to worry about little hands eating it? avocado feta dip- let's make it.
So2IP_Uc5OA,"okay, I've been feeling very- Come on, Barbie, let's go party, maybe because all the Barbie movie ads, but I really want to channel that into a smoothie. so that's what we're going to do today. step one: get your ice."
7UZpN5t5Czc,"do you need a super simple dinner? well then, let's make a one pan chicken casserole. preheat oven to 375.. season your chicken breasts or chicken tenderloins, however you prefer."
q_iQygCzNzM,"do you need a super simple dinner? well then, let's make mozzarella stuffed meatballs. that is right in my eyeball."
lJz3n8POkOw,"okay, I know a lot of us tried the viral cottage cheese cookie dough, but have you tried edible cake batter? and no, there's no cottage cheese. let's make it together."
tJK3qfAobjI,"do you need a super simple dinner? well then, let's make a one pan. cheddar and broccoli chicken bake, preheat, oven to 350.. get two to three skinless chicken breasts and season a measure with your heart with some onion powder and garlic powder and some paprika and salt and pepper."
5dA8VEJzvy0,"today, my 18 month old came up to me and said: Mommy, I love you so much. I would love for you to make my favorite Cheerio bar snack. but it came out dada, and so that means she wants a snack."
5Hfq_GXHxV4,"here's how this registered dietitian plans the weekly groceries. the first thing I like to do is plan out each night's dinner- I definitely make sure to a lot for leftovers, new recipes and some old recipes that I know my family likes- and then, with those meals in mind, I go through what I have in my kitchen now and then I make my grocery list according to what I have in my current inventory. I like to ride out each night and then write down what ingredients I need for each night that I don't have on hand, and then I make a miscellaneous bar that I'll add things that aren't necessarily for those dinners, like bread, shampoo, things like that."
FdCe1wl278M,"I went to Costco for the first time yesterday and here's what I bought. I'm usually Sam's Club girly, but I was pleasantly surprised. anyway, I've been trying to focus more on protein, so I got these chicken skewers for my lunches and a ton of protein per serving."
xhu22gCRnqY,"I don't know who needs to hear this, but if you only have time in the morning for cereal, I have a nutrition hack that's going to keep you Fuller for longer. step one: cereal bowl easy. then you're gonna pour in your milk first."
m3aj2HDwt18,"here's some nutrition facts from a registered dietitian that you may not have known. number one: if you're someone who says you avoid preservatives at all costs and you still eat salt, you're a liar. salt is a very common preservative."
T036RTC-2JA,welcome to knapsacks. want to make a snack while my baby naps and I don't have to worry about little hands eating it. today we are making a high protein egg salad.
e3IrTjm9OtM,"I had at least 20 people send me the video of the cottage cheese cookie dough, so we're gonna make it together. this better be good is All I'm gonna say. one package of cottage cheese, we know her, we love her, I love cottage cheese, but as a replacement to cookie dough, I'm just really skeptical."
QnsqHRx6xT8,"welcome to nap snacks, when I make a snack while my baby naps and I don't have to worry about little hands eating it. today's recipe only has four ingredients and it's gonna be perfect for like Cinco de Mayo or just like summer barbecues. let's make a strawberry jalapeno salsa."
YMsFqWbo5l4,"why the heck are you not adding this to your dishes to get really easy nutrients? hi, I'm Sarah. I'm a registered dietitian and I'm going to tell you what to add and when to your dishes so you can add really easy nutrition."
hMxm_L3AvMQ,"help me make my husband's high protein meal prep pan over medium high heat. we're going to add some olive oil. once that oil is warm, we're going to add some minced garlic measure with your heart and a half white onion chopped."
waiQjLsFlao,why the heck are you not adding this into your dishes to get really easy nutrients? I'm Sarah and I'm a registered dietitian. I'm going to teach you what to add and when to your dishes to add really easy nutrients.
CYp5UJ-IG64,do you need a super simple dinner? then let's make a broccoli version of the viral Tick Tock pasta. preheat oven to 400. in your baking dish we're going to add two heads of broccoli chopped up.
YkgWTqkJjQM,welcome back to nav snacks. when I make a snack while my baby naps so I don't have to worry about little hands eating it. today we're going to make strawberry balls.
QLmgWb58_sg,welcome back to nap snacks. when I make a snack with my baby naps so I don't have to worry about little hands eating it today. get a little mixing bowl.
KG_zUqLor2Y,"do you need a super simple dinner? well then, let's make a salmon veggie, bake, preheat, oven to 400 in an oven safe dish. we're going to add some grape tomatoes, add a zucchini chopped, add a yellow squash chopped, drizzle that with olive oil, then season well with salt and pepper and just toss that all together."
n0XCIXzN-hg,"you need a super simple dinner? well then, let's make a barbecue chicken, bake, preheat oven to 400, get two to three skinless chicken breasts and we're going to add that to a large bowl. season and measure with your heart with some onion powder and garlic powder and some salt and pepper."
eATo6-meFWg,"welcome back to now, snacks, when I make a snack while my baby naps, so I don't have to worry about little hands eating it, my last few nap snacks have been sweet. today we're going Savory. get you a little plate."
GOO7bO3APjw,"welcome to knap snacks, where I make a snack while my baby naps and I don't have to worry about little hands eating it. excuse the robe, I just self tan because hashtag self-care. for today's snap snack, you're going to need a bowl and some plain Greek yogurt- getting about a half a cup, and then onion in there."
vxnlXN8n7iI,"let's make a super simple, nutritious dinner to celebrate the first day of national nutrition month. get your salmon, chop it up into bite-sized pieces. just remove the skin."
U_6Q8BoxA-0,"welcome to nap snacks, where I make a snack while my baby naps and I don't have to worry about little hands eating it. and if you think that's mean you're just gonna get an apple and baby is asleep, I'm gonna get some peanut butter and I'm gonna microwave this really quick, drizzle that on and for good measure. we're gonna add some chocolate chips in there."
UbCwxoxzDgo,"do you need a super simple dinner, and I mean like really simple? well then, let's make three ingredient chicken nuggets. no, seriously, all you need is some barbecue chips, some barbecue sauce and some chicken."
yqvTZ5B8uCU,do you need a super simple dinner? then let's make sheet pan jalapeno salmon. preheat.
yDd_wwnF2W0,"it has been a Monday, my friends, but we still have to eat during the week. so help me cook. my husband's meal preps- and yes, I do make his mail preps- because he works 12 hours a day and I'm a dietetic intern, so my life literally revolves around food."
IT_jn20ekoQ,"it's meal prep and make dinner by making turkey rice bowls. a pan over medium high heat, we're going to add some olive oil, we're going to add about one pound of ground turkey to that, break that up and then season and measure with your heart with some garlic powder and onion powder and some salt and pepper. we're gonna let that turkey cook until it's like 80 cooked."
bewWRzI0zKk,"help me cook my husband's milk product for the week, because cooking for other people is how much am I love. first I make jasmine rice in the instant pot- it's a one to one ratio- and then you cook on high for four minutes. pretty easy."
XhJK0JK6YN0,"about to do something that's going to piss off half the internet and make the other half of the internet really excited. I'm going to make buffalo chicken dip with cottage cheese. hear me out, it's higher in protein and I'm going to blend it so you don't have those small curds."
8Tg9rGTlFAI,"do you need a super simple dinner, and I mean like really simple? well then, let's make three ingredient chicken nuggets. my OG followers will remember this recipe from before: preheat oven to 375.. get two to three skinless chicken breasts and cut them into nuggets."
SXdGMsBPBdM,"do you need a super simple dinner? then let's make one pan drumsticks and potatoes. preheat oven to 400, get an oven safe, dish and chop up some yellow potatoes and then Loosely chop up a yellow onion and add it on top of the potatoes."
xwiFg3vtPJk,"do you need a super simple dinner? let's make a bruschetta chicken, bake, preheat, oven to 375.. in a mixing bowl we're going to add three to four Roma tomatoes, chopped up. add some basil, just measure with your heart."
IVR9rqOqRHM,"some oil over medium heat. once warm, add some garlic. measure with your heart."
Mc7iBVPQxPY,"I'm a snacky person so I want to pre-make a snack to eat on all week. I've made it before, but let's make my version of cowboy caviar: a Soup pot over medium high heat. we're going to add some olive oil."
ePz-pUhpYcU,"let's make a super simple Reese's overnight oats. get your blender blender cup: half cup of oats, 1 scoop chocolate protein powder, 1 teaspoon cocoa powder, 2 teaspoons maple syrup, pinch of salt, a serving of peanut butter or you know, just measure with your heart. Midge of vanilla extract and a half cup of whatever milk you prefer."
23dNfliF5ts,"let's make a super simple chickpea Buffalo wrap. in a small mixing bowl we're going to add one can of chickpeas drained and rinsed, about a quarter cup of whatever buffalo sauce you like. season a measure with your heart with some onion powder and garlic powder, some chopped Red Onion, spoonful of plain Greek yogurt and a spoonful of cottage cheese."
VL0xdJ3VimE,"here's my impression of the comment section. when I post a recipe video that looks disgusting, okay, no one's forcing you to make this. what if I'm allergic to the main ingredient that the entire dish revolves around?"
guewD300_9s,"do you need a super simple dinner? well then, let's make my favorite comfort meal, beef stroganoff. side note, this is my family's recipe, so it's super good, super simple, only a few ingredients, but it's not the prettiest."
bw1UlZvq900,"you need a super simple dinner, then let's make homemade tomato soup. preheat oven to 400. we're going to chop up about four pounds on the vine Tomatoes, just Loosely chopped like so I got real garlic, aren't you proud of me? but we're just gonna chop a bulb- a few bulbs actually measure with your heart."
VfwPBazxkGE,"you need a super simple dinner? well then, let's make honey orange shrimp. thaw your peeled vein tail off shrimp, according to the package, in a pan over medium-high heat."
XyeZuYY2kPY,"do you need a super simple dinner? well then, let's make chicken pesto pasta. side note, this is a really good dish to sneak in veggies."
klD1wyBq2n4,"do you need a super simple dinner? well, so did I, but I saw this amazing Sushi bake that I want to try- and I'll tag the original Creator- and it looked delish, so let's try it together. preheat oven to 380.. get your salmon in season how you prefer, but I'm using garlic powder and onion powder and salt and pepper."
wvDoKBiEFYU,"you need a super simple dinner, then let's make cheddar broccoli soup in a dutch oven or a Soup pot over medium-high heat. we're going to add some olive oil. add some minced garlic- measure with your heart."
h1HN1mUtlBE,"here's what your favorite foods say about you, and I'm a registered dietitian, so this might be a little harsh. all right, number one: if your favorite food is pizza, nice. but number two: if your favorite food is sushi, me too, hold on."
0pCBZYrGWqY,hear my thoughts on nutrition Trends and fads is a registered dietitian. number one: you don't need to detox. that's why you have a liver and kidneys.
wkvxzcQEXoE,"do you need a super simple, thinner, and I mean like really simple? well then, let's make three ingredient chicken nuggets. no, seriously, all you need is some barbecue chips, some barbecue sauce and some chicken preheat."
9r3uCzlBHIg,"I'm a dietitian and a mom who does baby lead weaning. here's how I made my eight-month-old's breakfast: get some blueberries and add them to a bowl and mash them up really well. then you're going to add one egg, just a little bit of milk- whatever milk you prefer- and then you're gonna add some cinnamon and then just a hair of vanilla extract."
EaOrwg8zwSk,"man, i think i maybe need to lose some weight. have you ever thought about cutting out carbs and making it part of your personality? what no, my body needs carbs, and i think keto should only be used for medical purposes."
